Question,Answer,BotId
Unable to execute build on Jenkins,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
How to execute build on Jenkins,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
Why am I unable to execute build on Jenkins,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
Way to execute build on Jenkins,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
Jenkins build execution,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
How is Jenkins build execution done?,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
What is to be done to execute build on Jenkins,"Resolution :

Need to add jenkins-ci.gen to their respective adam groups",5b3470df8982d029e48a4c0d
Acquiring compatability with JDK 1.5,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
Way to acquire compatibility with JDK 1.5,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
How to acquire commpatibility with JDK 1.5,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
JDK 1.5 compatibility,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
Compatibility for JDK1.5,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
How to achieve compatibility with JDK 1.5,"Need to make changes under JDK version in POM.xml and should select JDK version as default in Jenkins Configuration.
For details check the URL given below:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Acquiring_compatability_with_JDK_15",5b3470df8982d029e48a4c0d
Not able to checkout code from Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
How to checkout code from Git?,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Unable to checkout code from Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Ways to checkout code from Gi,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Checkout code from Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Checking out code from Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Code checkout Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
How to enable code checkout from Git,"If project Git URL has ""http"" in Jenkins , It will not check out the code. Replace ""http"" with ""ssh"".
For details check the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_Git",5b3470df8982d029e48a4c0d
Not able to checkout code from SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
Acquiring compatability with SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
Way to acquire compatibility with SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
How to acquire commpatibility with SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
SVN compatibility,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
Compatibility for SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
How to achieve compatibility with SVN,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
How is compatibility acquired with JDK 1.5,"Need to add jenkins-ci.gen to their respective adam groups.
For details, check the below URL:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Not_able_to_checkout_code_from_SVN",5b3470df8982d029e48a4c0d
Build is failing due to user id 'xxxxxxx' is too big.,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
User id  build failing,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
Build failing due to user id,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
what to do when the build is failing because user id is too big,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
How to avoid build failing error due to big user id,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
Failing of build due to big user id,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
big user id build fail error,"Need to add below tag in maven-assembly-plugin under configuration tag in pom.xml
For details, check the below URL
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Build_is_failing_due_to_user_id_xxxxxxx_is_too_big",5b3470df8982d029e48a4c0d
Maven version is not found while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
Maven version unknown,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
Maven version is missing while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
How to select maven version while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
Maven version not found,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
Maven missing,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project",5b3470df8982d029e48a4c0d
Findbugs not able to compile the sources/binaries while building the project,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build.",5b3470df8982d029e48a4c0d
Do findbugs need sources to be compiled,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build.",5b3470df8982d029e48a4c0d
What is required for findbugs to compile ,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build.",5b3470df8982d029e48a4c0d
Findbugs compilation,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build.",5b3470df8982d029e48a4c0d
Sources for compilation of findbugs during build ,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build.",5b3470df8982d029e48a4c0d
To mask the password while building the parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
How to mask password during a parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
Masking password while building a parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
Parameterized job masking password,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
Procedure to mask a password while parameterized job building,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
Can password be masked while building a paramterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password.",5b3470df8982d029e48a4c0d
"If jacoco task is defined in build.xml and build is failing with this error because Jenkins is not able to locate it,Problem: failed to create task or type","Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
jacoco task build failing,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
why does failed to create task or type problem occur,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
jacoco task build.xml,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
jacoco task error,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
build failing error jacoco task,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>",5b3470df8982d029e48a4c0d
Unable to find package java.lang in classpath or bootclass path (or) If local JDK version is not matching with Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
Error in finding java.lang,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
Local JDK version is not matching with Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
local JDK version and Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
java.lang classpath or bootclass path error,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
Jenkins JDK version error ,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
java.lang package error,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version",5b3470df8982d029e48a4c0d
How to enable spark Notification for Jenkins and SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Enabling spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Spark notification for Jenkins,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Spark notification for SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Jenkins and SonarQube spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Jenkins Spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
SonarQube spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
enablement of spark notification for Jenkins and SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube",5b3470df8982d029e48a4c0d
Need to change Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
Changing Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
Git url of Project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
Project Git URL,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
How to chane Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
Changing Git URL,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
Altering Git URL of a project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git",5b3470df8982d029e48a4c0d
How to add multiple SVN Repo paths for a free style projects,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
Adding multiple SVN Repo paths,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
SVN Repo paths for a free style projects,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
SVN Repo paths addition,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
In which way are multiple SVN Repo paths added for a free style project,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
Free style projects SVN Repo paths addition,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects",5b3470df8982d029e48a4c0d
"Jenkins is not able to fetch the latest code from SCM repository, what's going wrong?","There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
Jenkins is not able to fetch the latest code ,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
SCM repository code fetching error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
Why is Jenkins not able to fetch latest code from SCM repository,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
latest code fetching by Jenkins error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
How to make Jenkins fetch latest code from SCM repository,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
Jenkins SCM repository error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 ",5b3470df8982d029e48a4c0d
How to edit/update a Jenkins job Configuration page ?,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
Jenkins configuration page updation ,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
Editing a Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
Updating Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_",5b3470df8982d029e48a4c0d
