Question,Answer
Maven version is not found while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
Maven version unknown,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
Maven version is missing while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
How to select maven version while building the project,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
Maven version not found,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
Maven missing,"Resolution :
Select maven version from maven section in Jenkins Configuration.
Please refer to the following link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Maven_version_is_not_found_while_building_the_project"
Findbugs not able to compile the sources/binaries while building the project,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build."
Do findbugs need sources to be compiled,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build."
What is required for findbugs to compile ,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build."
Findbugs compilation,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build."
Sources for compilation of findbugs during build ,"Issue Description:

It is caused by: org.sonar.api.utils.SonarException: Findbugs needs sources to be compiled.

 

Resolution:

In this case please check your compiled classes location correctly specified or not in build script.

Note: - To avoid this error please provide the specific targets/goals you want to process during project build."
To mask the password while building the parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
How to mask password during a parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
Masking password while building a parameterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
Parameterized job masking password,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
Procedure to mask a password while parameterized job building,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
Can password be masked while building a paramterized job,"Resolution:

This issue can be resolved by using  “Password Parameter” option in the ""parameterized build"" section to mask the password."
"If jacoco task is defined in build.xml and build is failing with this error because Jenkins is not able to locate it,Problem: failed to create task or type","Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
jacoco task build failing,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
why does failed to create task or type problem occur,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
jacoco task build.xml,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
jacoco task error,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
build failing error jacoco task,"Resolution :

Define the ""classpath"" in build.xml to fix this issue,

<classpath path=""${basedir}/jacoco/jacocoant.jar""/>"
Unable to find package java.lang in classpath or bootclass path (or) If local JDK version is not matching with Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
Error in finding java.lang,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
Local JDK version is not matching with Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
local JDK version and Jenkins JDK version,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
java.lang classpath or bootclass path error,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
Jenkins JDK version error ,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
java.lang package error,"Resolution:

Need to add boot classpath plugin in pom file under plugins tag in pom(<bootclasspath>/apps/dftjenkins/local/java/jdk1.5.0_22/jre/lib/rt.jar</bootclasspath>).

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Unable_to_find_package_javalang_in_classpath_or_bootclass_path_or_If_local_JDK_version_is_not_matching_with_Jenkins_JDK_version"
How to enable spark Notification for Jenkins and SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Enabling spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Spark notification for Jenkins,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Spark notification for SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Jenkins and SonarQube spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Jenkins Spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
SonarQube spark notification,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
enablement of spark notification for Jenkins and SonarQube,"Resolution:

Spark Room Id should be given in Jenkins Configuration as shown in the screenshot below. Make sure that the room is “Locked” before the build is started as shown in screenshot.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_enable_spark_Notification_for_Jenkins_and_SonarQube"
Need to change Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
Changing Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
Git url of Project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
Project Git URL,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
How to chane Git URL of project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
Changing Git URL,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
Altering Git URL of a project,"Resolution :

Copy clone URL from Bitbucket repository and paste the same in SCM section of Jenkins configuration.

example URL : ssh://git@gitscm.cisco.com/csit/iservices-soaservices.git"
How to add multiple SVN Repo paths for a free style projects,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
Adding multiple SVN Repo paths,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
SVN Repo paths for a free style projects,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
SVN Repo paths addition,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
In which way are multiple SVN Repo paths added for a free style project,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
Free style projects SVN Repo paths addition,"Resolution:

Add repo paths under the Source Code Management as shown below. After adding first path click on “Add more locations”, remove “.” in the local module directory for any one of the Repository URL’s so that it will take the entire folder instead of files.

Please refer to the following for a detailed description:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_add_multiple_SVN_Repo_paths_for_a_free_style_projects"
"Jenkins is not able to fetch the latest code from SCM repository, what's going wrong?","There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
Jenkins is not able to fetch the latest code ,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
SCM repository code fetching error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
Why is Jenkins not able to fetch latest code from SCM repository,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
latest code fetching by Jenkins error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
How to make Jenkins fetch latest code from SCM repository,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
Jenkins SCM repository error,"There could be many reasons for this issue, below are few which might be responsible for it:
**) Provided git/svn URL in Jenkins job configuration is wrong:
Check for the correct URL and put in the Jenkins job configuration page. If you are using http protocol for GIT URL, change that to ssh (make sure to remove the context ""scm"" after gitscm.cisco.com, when using ssh and put user name as ""git"")
e.g.if your git repo URL looks like this https://gitscm.cisco.com/scm/gp/adp12c.git , then use this ssh://gitscm.cisco.com/scm/gp/adp12c.git

 "
How to edit/update a Jenkins job Configuration page ?,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Jenkins configuration page updation ,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Editing a Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Updating Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Jenkins job configuration page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Updating a Jenkins job config page,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
Jenkins job config page editing,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
How can a Jenkins job configuration page be edited,"Only User, whose profile has been configured as Group-Admin or acting administrator can configure any given Jenkins job. All they have to do is, click on Configure option, after visiting the Jenkins job URL:
Please refer to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_editupdate_a_Jenkins_job_Configuration_page_"
How to generate Static Security Analysis report for your Jenkins Project Code ?,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Generating static security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Generation of Static Scurity Analysis,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Static Security Analysis report ,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Static Security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Jenkins project code Static Security Analysis report ,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
What is the process of generating Static Security Analysis report for Jenkins project code,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
Procedure for Static security Analysis report generation,"Jenkins job configuration page comes with an action item as ""Add Post Build step"", with an option ""Static Security Scan"". Select that option and provide the necessary details as asked in section(Spark Room Id) . You can get more about how to fill those options in: BitBucket ""Cisco Spark Push Notification"" Plugin Configuration.
For more information, go to the below link:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_How_to_generate_Static_Security_Analysis_report_for_your_Jenkins_Project_Code_"
SCAVA activity is disabled in CDA ," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
SCAVA activity," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
Why is SCAVA activity disabled in CDA," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
When will SCAVA activity be enabled in CDA," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
CDA SCAVA activity disabled," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
disablement of CDA SCAVA activity," As we are working on security analytics in CDA, we have disabled the SCAVA for all softwares. We will update you once we enabled SCAVA activity in CDA."
"Sonar analysis is failing with ""Unable to blame file"" error","Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
Unable to blame file error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
Sonar analysis failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
Error in sonar analysis,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
Why is Sonar analysis failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
What to do when Sonar analysis is failing,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
How to avoid Sonar analysis failing error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
What is unable to blame file error,"Add ""“-Dsonar.scm.disabled=True"" in SonarQube additional properties.
Refer to the following link for a detailed description
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Sonar_analysis_is_failing_with_Unable_to_blame_file_error"
Unable to see Artifactory Release Staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging."
Why am I not able to see Artifactory Release Staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging."
Artificial release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging."
How to see Artifactory release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging."
What to do when I am unable to see Artifactory release staging in Jenkins," Please check the option ""Enable artifactory release management"" in job configuration to see Artifactory Release Staging."
Not able to edit GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
How to edit GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
GIT URL Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
Jenkins job config GIT URL editing,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
Error in editing GIT URL ,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
Error in editing GIT URL in Jenkins job configuration page,"Try to clear your cache and cookies from your browser, or use firefox browser to for accessing the URL."
"Security scan is failing with error ""java.lang.NullPointerException"" ", Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
Security scan error, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
Why is my security scan being failed, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
java.lang.NullPointerException error while security scan, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
Nullpointer exception for security scan, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
Security scan null pointer exception, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
What to do when security scan is failing with nullpointer exception, Security scan doesn't support Multiple SCM. Please create a new Jenkins job with single SCM and configure the static security scan.
Workload for PL/SQL ,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
What is the workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
How to know the workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
PL/SQL workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
From where do I get to kow about workload for PL/SQL,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
Understanding PL/SQL workload,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
PL/SQL workload means?,"Refer to the below URL for complete details:
https://cisco.jiveon.com/docs/DOC-1734053#jive_content_id_Workload_for_PLSQL"
